precision,emd,noise 5%,noise 10%,noise 15%,noise 20%,batch_size,learning_rate,type
10,1.8194843133290608,2.726400852203369,2.9997759660085044,3.1358952124913535,3.2189465761184692,1024,0.0015625,lambda JR 0.01
11,1.7769545316696167,2.4489779074986777,2.7559451262156167,2.9267550309499106,3.0335065921147666,1024,0.0015625,lambda JR 0.01
2,3.07502810160319,3.2080253760019937,3.350206136703491,3.4770494302113852,3.5827366511027017,1024,0.0015625,lambda JR 0.001
3,2.0261733134587607,2.4925187031428018,2.7055684328079224,2.8837398687998452,3.004986842473348,1024,0.0015625,lambda JR 0.001
4,1.724507172902425,2.5540005366007485,2.785432060559591,2.943411866823832,3.059532721837362,1024,0.0015625,lambda JR 0.001
5,1.767020622889201,2.4537609020868936,2.7147388458251953,2.8790984551111856,2.972042957941691,1024,0.0015625,lambda JR 0.001
6,1.9672866264979045,2.7898335456848145,3.2345592975616455,3.4506502548853555,3.5785833994547525,1024,0.0015625,lambda JR 0.001
7,1.7121201753616333,2.7960623502731323,3.240818818410238,3.466402769088745,3.604267160097758,1024,0.0015625,lambda JR 0.001
8,1.6421503623326619,2.7508633534113565,3.1189958254496255,3.3206735849380493,3.4503136475880942,1024,0.0015625,lambda JR 0.001
9,2.208443800608317,3.608121871948242,4.048470417658488,4.29830280939738,4.465951522191365,1024,0.0015625,lambda JR 0.001
10,1.7397952874501545,2.6137187083562217,2.9036596616109214,3.0612298250198364,3.150625228881836,1024,0.0015625,lambda JR 0.001
11,1.663084626197815,2.5738094250361123,2.862862706184387,3.0113980372746787,3.105174938837687,1024,0.0015625,lambda JR 0.001
2,3.037880818049113,3.183286746342977,3.3290394147237143,3.4562531312306723,3.576852242151896,1024,0.0015625,lambda JR 0.0001
3,1.765717625617981,2.500885566075643,2.758628249168396,2.966140071551005,3.115937034289042,1024,0.0015625,lambda JR 0.0001
4,1.8842829863230388,2.5655123392740884,2.793986757596334,2.9527743260065713,3.0630356073379517,1024,0.0015625,lambda JR 0.0001
5,2.1357348362604776,2.482184330622355,2.6767450173695884,2.81896181901296,2.9225114981333413,1024,0.0015625,lambda JR 0.0001
6,1.5500028133392334,2.437872370084127,2.7162800629933677,2.860759655634562,2.9448500076929727,1024,0.0015625,lambda JR 0.0001
7,1.83417812983195,2.702607830365499,3.020849267641703,3.1515032847722373,3.2259656190872192,1024,0.0015625,lambda JR 0.0001
8,1.9693957567214966,2.6059659322102866,2.8621642192204795,3.0201900800069175,3.119962970415751,1024,0.0015625,lambda JR 0.0001
9,1.665534257888794,2.6767028172810874,2.9572461048762,3.097937822341919,3.183951258659363,1024,0.0015625,lambda JR 0.0001
10,2.081833084424337,3.283110022544861,3.742881496747335,3.9674260218938193,4.118816177050273,1024,0.0015625,lambda JR 0.0001
11,2.02406640847524,3.0060598850250244,3.4376670122146606,3.666287144025167,3.8115181922912598,1024,0.0015625,lambda JR 0.0001
